Sl. No.,State/UT,District,Murder with Rape/Gang Rape - Col. ( 3),Dowry Deaths (Sec. 304B IPC) - Col. ( 4),Abetment to Suicide of Women (Sec. 305/306 IPC) - Col. ( 5),Miscarriage (Sec. 313 & 314 IPC) - Col. ( 6),Acid Attack (Sec. 326A IPC) - Col. ( 7),Attempt to Acid Attack (Sec. 326B IPC) - Col. ( 8),Cruelty by Husband or his relatives (Sec. 498 A IPC) - Col. ( 9),"Kidnapping & Abduction of Women - Kidnapping & Abduction of Women (Total) (Col.11 to Col.14,Col.17 to Col.19) Col.25=Col. 28+Col.31+Col.34+Col.37+Col.40+Col.43+Col.52) - Col. ( 10)",Kidnapping & Abduction of Women - Kidnapping & Abduction (Sec. 336 IPC) - Col. ( 11),Kidnapping & Abduction of Women - Kidnapping & Abduction in order to Murder (Sec. 364 IPC) - Col. ( 12),Kidnapping & Abduction of Women - Kidnapping for Ransom (Sec. 364A IPC) - Col. ( 13),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - K&A of Women to compel her for marriage (Total) (Col.15+Col.16) - Col. ( 14),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Women (Above 18 yrs) - Col. ( 15),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Girls (Below 18 yrs) - Col. ( 16),Kidnapping & Abduction of Women - Procuration of Minor Girls (Sec. 366A IPC) - Col. ( 17),Kidnapping & Abduction of Women - Importation of Girls from Foreign Country (Sec. 366B IPC) - Col. ( 18),"Kidnapping & Abduction of Women - Kidnapping and Abduction of Women - Others (Secs.363A, 365, 367, 368, 369 IPC) - Col. ( 19)",Human Trafficking (Sec. 370 & 370A IPC) - Col. ( 20,Selling of Minor Girls (Sec. 372 IPC) - Col. ( 21),Buying of Minor Girls (Sec. 373 IPC) - Col. ( 22),Rape (Sec. 376 IPC) - Rape (Col.24+Col.25) - Col. ( 23),Rape (Sec. 376 IPC) - Women (18 Yrs. And above) - Col. ( 24),Rape (Sec. 376 IPC) - Girls (Below 18 yrs) - Col. ( 25),Attempt to Commit Rape (Sec. 376/511 IPC) - Attempt to Commit Rape (Col.27+Col.28) - Col. ( 26),Attempt to Commit Rape (Sec. 376/511 IPC) - Women (18 Yrs. And above) - Col. ( 27),Attempt to Commit Rape (Sec. 376/511 IPC) - Girls (Below 18 yrs) - Col. ( 28),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Assault on Women with Intent to Outrage her Modesty (Col.30+Col.31) - Col. ( 29),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Women (18 Yrs. And above) - Col. ( 30),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Girls (Below 18 yrs) - Col. ( 31),Insult to the Modesty of Women (Sec. 509 IPC) - Insult to the Modesty of Women (Col.33+Col.34) - Col. ( 32),Insult to the Modesty of Women (Sec. 509 IPC) - Women (18 Yrs. And above) - Col. ( 33),Insult to the Modesty of Women (Sec. 509 IPC) - Girls (Below 18 yrs) - Col. ( 34),"Dowry Prohibition Act, 1961 - Col. ( 35)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Immoral Traffic (Prevention) Act, 1956 (Total) (Col. 37 to Col.41) - Col. ( 36)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Procuring, inducing Children for the sake of prostitution (Section 5) - Col. ( 37)",Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Detaining a person in premises where prostitution is carried on (Section 6) - Col. ( 38),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Prostitution in or in the vicinity of public places (Section 7) - Col. ( 39),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Seducing or soliciting for purpose of prostitution (Section 8) - Col. ( 40),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Other Sections under ITP Act - Col. ( 41),Protection of Women from Domestic Violence Act - Col. ( 42),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Cyber Crimes/Information Technology Act (Women Centric Crimes only) (Col.44+Col.45) - Col. ( 43),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Publishing or Transmitting of Sexually Explicit Material (Sec. 67A/67B (Girls) IT Act) - Col. ( 44),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Other Women Centric Cyber Crimes (Ex. Blackmailing/ Defamation/Morphing/ Fake Profile) - Col. ( 45),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Protection of Children from Sexual Violence Act (Girl Child Victims only) (Total) (Col.47 to Col.52) - Col. ( 46),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Child Rape (Sec. 4 & 6 of POCSO Act) / Sec. 376 IPC) - Col. ( 47),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Assault of Children (Sec. 8 & 10 of POCSO Act) / Sec. 354 IPC) - Col. ( 48),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Harassment (Sec. 12 of POCSO Act) / Sec. 509 IPC) - Col. ( 49),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Use of Child for Pornography/Storing Child Pornography Material (Sec. 14 & 15 of POCSO Act) - Col. ( 50),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act (Sections 17 to 22) / Other offences of POCSO Act - Col. ( 51),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act r/w Section 377 IPC / Unnatural Offences - Col. ( 52),"Indecent Representation of Women (Prohibition) Act, 1986 - Col. ( 53)",Total Crime against Women (IPC+SLL) - Col. ( 54)
36,Assam,Majuli,0,0,1,0,0,0,24,15,2,0,0,9,9,0,3,0,1,0,0,0,3,3,0,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,13,12,1,0,0,0,0,0,67
37,Assam,Biswanath,0,2,2,0,0,0,36,54,1,0,0,50,2,48,1,0,2,4,0,0,15,15,0,4,4,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,46,27,19,0,0,0,0,0,191
38,Assam,Hojai,2,2,1,0,0,0,224,164,10,0,1,126,61,65,14,0,13,4,0,0,46,46,0,2,2,0,50,50,0,2,2,0,30,0,0,0,0,0,0,0,2,1,1,68,44,16,5,2,1,0,0,597
39,Assam,South Salmara,0,5,3,0,1,0,99,52,0,0,0,27,27,0,16,0,9,1,0,0,32,31,1,9,9,0,17,17,0,3,3,0,28,1,0,0,0,0,1,0,1,1,0,32,27,5,0,0,0,0,0,284
40,Assam,Charaideo,0,2,5,0,0,0,29,41,29,0,0,12,12,0,0,0,0,1,0,0,7,7,0,6,6,0,23,23,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,34,23,0,0,11,0,0,0,152
41,Assam,Bajali,0,1,2,0,0,0,29,25,0,0,0,4,4,0,0,0,21,1,0,0,4,4,0,1,1,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,3,2,1,0,0,0,0,0,93
42,Assam,Tamulpur,0,0,0,0,0,0,19,25,0,0,0,0,0,0,21,0,4,1,0,0,8,8,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,0,0,0,0,0,80
Total Districts,Total Districts,Total Districts,14,175,75,2,3,2,4704,3466,572,0,5,2180,1664,516,285,0,424,55,3,0,1113,1109,4,253,249,4,1984,1949,35,149,149,0,272,23,4,1,2,0,16,0,152,101,51,1703,1257,322,88,25,8,3,0,14148
1,Bihar,Araria,0,19,0,0,0,0,48,249,0,0,0,186,78,108,0,0,63,2,0,0,28,28,0,0,0,0,5,5,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,33,22,9,0,0,2,0,0,468
2,Bihar,Arwal,0,9,1,0,0,0,12,42,0,0,0,42,13,29,0,0,0,1,0,0,7,7,0,1,1,0,7,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,21,2,12,7,0,0,0,0,127
3,Bihar,Aurangabad,0,28,0,0,0,0,39,165,16,0,0,140,52,88,0,0,9,3,0,0,36,36,0,0,0,0,11,11,0,0,0,0,98,1,0,0,0,0,1,0,0,0,0,55,4,51,0,0,0,0,0,436
4,Bihar,Bagaha,0,23,0,0,0,0,25,114,9,0,0,101,32,69,0,0,4,0,0,0,18,18,0,0,0,0,37,37,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,54,13,41,0,0,0,0,0,302
5,Bihar,Banka,0,14,0,0,0,0,18,115,12,0,0,103,44,59,0,0,0,2,0,0,8,8,0,0,0,0,8,8,0,0,0,0,64,1,1,0,0,0,0,0,1,0,1,28,15,13,0,0,0,0,0,259
6,Bihar,Begusarai,0,20,0,0,0,0,27,275,18,0,0,257,162,95,0,0,0,0,0,0,15,15,0,0,0,0,5,5,0,0,0,0,40,3,3,0,0,0,0,0,0,0,0,29,17,12,0,0,0,0,0,414
7,Bihar,Bettiah,0,29,0,0,0,0,65,201,24,0,0,177,132,45,0,0,0,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,154,7,7,0,0,0,0,0,0,0,0,164,42,52,65,5,0,0,0,628
8,Bihar,Kaimur(Bhabhua),0,30,0,0,0,0,14,115,9,0,1,85,23,62,0,0,20,0,0,0,13,13,0,0,0,0,16,16,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,24,13,7,4,0,0,0,0,249
9,Bihar,Bhagalpur,0,17,0,0,0,0,39,332,6,0,0,216,80,136,0,0,110,0,0,0,26,26,0,2,2,0,6,6,0,0,0,0,103,2,2,0,0,0,0,0,0,0,0,131,39,92,0,0,0,0,0,658
10,Bihar,Bhojpur,0,35,0,0,0,0,59,260,14,0,0,222,67,155,0,0,24,0,0,0,20,20,0,1,1,0,46,46,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,58,11,46,1,0,0,0,0,596
11,Bihar,Buxar,0,16,0,0,0,0,31,143,12,0,0,95,40,55,0,0,36,0,0,0,10,10,0,0,0,0,6,6,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,44,16,28,0,0,0,0,0,310
12,Bihar,Darbhanga,0,20,0,0,0,0,26,205,17,0,0,188,92,96,0,0,0,0,0,0,21,21,0,0,0,0,7,7,0,0,0,0,86,0,0,0,0,0,0,0,5,0,5,35,23,12,0,0,0,0,0,405
13,Bihar,Gaya,0,56,0,0,0,0,102,472,33,0,0,320,80,240,0,0,119,1,0,0,72,72,0,0,0,0,8,8,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,105,49,56,0,0,0,0,0,1021
14,Bihar,Gopalganj,0,21,0,0,0,0,38,315,7,0,0,291,113,178,0,0,17,0,0,0,7,7,0,0,0,0,4,4,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,34,22,12,0,0,0,0,0,502
15,Bihar,Jamalpur Railway,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16,Bihar,Jamui,0,12,0,0,0,0,17,101,0,0,0,101,26,75,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,26,13,13,0,0,0,0,0,227
17,Bihar,Jehanabad,0,15,0,0,0,0,20,90,25,0,0,41,37,4,0,0,24,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,20,8,12,0,0,0,0,0,191
18,Bihar,Katihar,0,17,0,0,0,0,51,215,0,0,0,215,68,147,0,0,0,5,0,0,50,50,0,0,0,0,3,3,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,49,22,27,0,0,0,0,0,502
19,Bihar,Katihar Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20,Bihar,Khagaria,0,11,0,0,0,0,22,210,13,0,0,186,153,33,0,0,11,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,31,21,10,0,0,0,0,0,360
21,Bihar,Kishanganj,0,5,1,0,0,0,17,105,22,0,0,66,26,40,0,0,17,0,0,0,42,42,0,1,1,0,0,0,0,0,0,0,72,11,5,6,0,0,0,0,0,0,0,26,19,7,0,0,0,0,0,280
22,Bihar,Lakhisarai,0,3,0,0,0,0,22,132,15,0,0,114,40,74,0,0,3,0,0,0,10,10,0,0,0,0,6,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,17,6,11,0,0,0,0,0,226
23,Bihar,Madhepura,0,10,0,0,0,0,23,143,5,1,0,137,63,74,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,4,4,0,34,3,31,0,0,0,0,10,289
24,Bihar,Madhubani,0,26,0,0,0,0,33,101,12,0,0,85,37,48,0,0,4,0,0,0,15,15,0,0,0,0,7,7,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,141,47,86,8,0,0,0,0,383
25,Bihar,Motihari,0,75,0,0,2,0,122,389,85,0,0,250,135,115,0,0,54,4,0,0,15,15,0,0,0,0,4,4,0,0,0,0,171,7,7,0,0,0,0,0,0,0,0,192,40,4,0,148,0,0,0,981
26,Bihar,Munger,0,7,0,0,0,0,21,191,43,2,0,142,46,96,0,0,4,0,0,0,7,7,0,3,2,1,16,8,8,0,0,0,65,0,0,0,0,0,0,0,0,0,0,26,15,11,0,0,0,0,0,336
27,Bihar,Muzaffarpur,0,79,0,0,1,0,106,698,27,0,0,638,263,375,0,0,33,1,0,0,57,57,0,0,0,0,19,19,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,78,15,40,23,0,0,0,0,1210
28,Bihar,Muzaffarpur Railway,0,1,0,0,0,0,0,7,3,0,0,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12
29,Bihar,Nalanda,0,58,0,0,0,0,89,417,29,0,0,351,287,64,0,0,37,0,0,0,12,12,0,0,0,0,13,13,0,0,0,0,135,4,0,0,4,0,0,0,0,0,0,73,39,24,10,0,0,0,0,801
30,Bihar,Naugachia,0,5,0,0,0,0,8,115,46,1,1,67,67,0,0,0,0,0,0,0,6,6,0,0,0,0,2,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,0,0,169
31,Bihar,Nawadah,0,18,0,0,0,0,25,255,10,0,0,200,65,135,0,0,45,0,0,0,20,20,0,0,0,0,8,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,56,8,48,0,0,0,0,0,415
32,Bihar,Patna,0,88,0,0,0,0,228,1029,89,0,0,408,283,125,0,0,532,0,0,0,85,85,0,0,0,0,82,82,0,0,0,0,325,11,0,11,0,0,0,0,0,0,0,139,47,69,23,0,0,0,0,1987
33,Bihar,Patna Railway,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14
34,Bihar,Purnea,0,18,0,0,0,0,45,366,50,0,1,315,162,153,0,0,0,0,0,0,79,79,0,0,0,0,12,12,0,0,0,0,101,5,5,0,0,0,0,0,0,0,0,57,12,45,0,0,0,0,0,683
35,Bihar,Rohtas,0,25,0,0,0,0,41,227,15,0,0,140,45,95,0,0,72,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,37,30,7,0,0,0,0,0,430
36,Bihar,Saharsa,0,3,0,0,0,0,19,90,0,0,0,90,68,22,0,0,0,0,0,0,16,16,0,0,0,0,2,2,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,21,3,14,4,0,0,0,0,217
37,Bihar,Samastipur,0,41,0,0,0,0,48,326,0,0,0,326,137,189,0,0,0,0,0,0,44,44,0,0,0,0,3,3,0,0,0,0,64,2,2,0,0,0,0,0,0,0,0,48,12,4,0,32,0,0,0,576
38,Bihar,Saran,0,51,0,0,0,0,96,498,5,0,0,454,349,105,0,0,39,0,0,0,15,15,0,0,0,0,4,4,0,0,0,0,202,2,2,0,0,0,0,0,0,0,0,38,11,13,14,0,0,0,0,906
39,Bihar,Sheikhpura,0,10,0,0,0,0,19,74,9,0,0,57,57,0,0,0,8,0,0,0,4,4,0,0,0,0,8,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,155
40,Bihar,Sheohar,0,5,0,0,0,0,14,63,15,0,0,48,16,32,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,129
41,Bihar,Sitamarhi,0,37,0,0,0,0,112,454,25,0,0,395,300,95,0,0,34,0,0,0,42,42,0,0,0,0,6,6,0,0,0,0,166,2,2,0,0,0,0,0,0,0,0,67,18,46,0,2,0,1,0,886
42,Bihar,Siwan,0,38,0,0,0,0,34,278,51,0,0,227,29,198,0,0,0,0,0,0,7,7,0,0,0,0,3,3,0,0,0,0,51,0,0,0,0,0,0,0,7,0,7,25,18,7,0,0,0,0,0,443
43,Bihar,Supaul,0,15,0,0,0,0,15,159,21,0,0,97,39,58,0,0,41,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,24,12,11,1,0,0,0,0,303
44,Bihar,Vaishali,0,47,0,0,0,0,60,446,80,1,0,362,61,301,0,0,3,0,0,0,15,15,0,8,8,0,8,8,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,56,27,15,0,14,0,0,0,731
45,Bihar,Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Bihar,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Districts,Total Districts,Total Districts,0,1057,2,0,3,0,1850,10190,872,5,3,7940,3870,4070,0,0,1370,25,0,0,881,881,0,17,15,2,402,394,8,0,0,0,3580,62,36,17,4,0,5,0,17,4,13,2126,749,1013,160,201,2,1,10,20222
1,Chhattisgarh,Balod,1,2,2,0,0,0,19,38,38,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,25,25,0,7,7,0,0,0,0,0,0,0,0,0,2,2,0,71,55,15,1,0,0,0,0,189
2,Chhattisgarh,Balodbazar,0,4,2,0,0,0,27,105,104,0,0,1,0,1,0,0,0,0,0,0,21,21,0,2,2,0,63,63,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,135,98,28,2,0,7,0,0,371
3,Chhattisgarh,Balrampur,1,0,10,0,0,0,23,40,40,0,0,0,0,0,0,0,0,4,0,0,61,61,0,0,0,0,51,51,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,129,114,15,0,0,0,0,0,324
4,Chhattisgarh,Bemetra,1,1,4,0,0,0,15,57,37,0,0,20,0,20,0,0,0,0,0,1,10,10,0,0,0,0,15,15,0,2,2,0,0,0,0,0,0,0,0,0,7,7,0,43,32,8,1,2,0,0,0,156
5,Chhattisgarh,Bilaspur,0,2,8,0,0,0,82,129,129,0,0,0,0,0,0,0,0,0,0,0,218,218,0,0,0,0,155,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134,79,55,0,0,0,0,0,729
6,Chhattisgarh,Bizapur,0,0,1,1,0,0,4,15,15,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,51
7,Chhattisgarh,Dantewara,0,0,4,0,0,0,1,24,21,0,0,3,0,3,0,0,0,0,0,0,9,9,0,0,0,0,19,19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21,13,8,0,0,0,0,0,80
8,Chhattisgarh,Dhamtari,0,6,6,0,0,0,11,35,32,0,0,0,0,0,0,0,3,0,0,0,17,17,0,0,0,0,44,44,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,46,34,12,0,0,0,0,0,171
9,Chhattisgarh,Durg,0,5,6,0,0,0,134,214,204,0,0,8,0,8,0,0,2,1,0,0,76,76,0,1,1,0,117,117,0,24,24,0,0,0,0,0,0,0,0,0,6,6,0,133,91,42,0,0,0,0,0,717
10,Chhattisgarh,Gariyaband,0,0,1,0,0,0,9,21,21,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,30,30,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,44,32,11,1,0,0,0,0,136
11,Chhattisgarh,GRP Raipur,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10
12,Chhattisgarh,Jagdalpur,0,0,1,0,0,0,6,28,28,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,7,7,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,74,70,2,2,0,0,0,0,175
13,Chhattisgarh,Janjgir,0,7,13,0,0,0,58,110,105,0,0,5,1,4,0,0,0,0,0,0,36,36,0,0,0,0,75,75,0,14,14,0,1,0,0,0,0,0,0,0,16,16,0,113,85,26,2,0,0,0,0,443
14,Chhattisgarh,Jashpur,0,0,4,0,0,0,12,45,44,0,0,1,0,1,0,0,0,3,0,0,65,65,0,2,0,2,22,22,0,16,16,0,0,0,0,0,0,0,0,0,2,0,2,119,107,10,2,0,0,0,0,290
15,Chhattisgarh,Kabirdham,0,1,3,0,0,0,36,72,69,0,0,3,0,3,0,0,0,0,0,0,23,23,0,0,0,0,58,58,0,9,8,1,0,0,0,0,0,0,0,0,4,4,0,41,28,13,0,0,0,0,0,247
16,Chhattisgarh,Kanker,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,19,19,0,6,6,0,0,0,0,0,0,0,0,0,4,4,0,68,59,7,2,0,0,0,0,142
17,Chhattisgarh,Kondagaon,0,0,2,1,0,0,9,57,57,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,18,18,0,7,6,1,0,0,0,0,0,0,0,0,6,5,1,64,53,7,4,0,0,0,0,168
18,Chhattisgarh,Korba,0,0,1,0,0,0,46,95,95,0,0,0,0,0,0,0,0,1,0,0,37,37,0,0,0,0,56,56,0,11,10,1,1,1,0,0,1,0,0,0,8,8,0,77,60,17,0,0,0,0,0,334
19,Chhattisgarh,Koriya,0,2,3,0,0,0,15,18,18,0,0,0,0,0,0,0,0,2,0,0,19,19,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,27,17,10,0,0,0,0,0,110
20,Chhattisgarh,Mahasamund,0,1,0,0,0,0,1,67,67,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,30,30,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,102,88,14,0,0,0,0,0,233
21,Chhattisgarh,Mungali,0,2,0,0,0,0,18,37,37,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,21,21,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,65,52,12,1,0,0,0,0,156
22,Chhattisgarh,Narayanpur,1,0,0,0,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,21,0,0,0,0,0,0,43
23,Chhattisgarh,Raigarh,0,2,5,0,0,0,23,97,97,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,69,69,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,84,51,33,0,0,0,0,0,370
24,Chhattisgarh,Raipur,0,6,14,0,0,0,180,326,326,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,0,0,119,119,0,35,35,0,3,0,0,0,0,0,0,0,103,103,0,209,152,51,4,2,0,0,0,1109
25,Chhattisgarh,Rajnandgaon,0,5,9,3,0,0,21,85,62,0,0,21,0,21,0,0,2,0,0,0,22,22,0,0,0,0,40,40,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,215
26,Chhattisgarh,Sarguja,0,1,3,0,0,0,44,70,70,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0,0,0,36,36,0,16,16,0,0,0,0,0,0,0,0,0,17,17,0,101,78,23,0,0,0,0,0,366
27,Chhattisgarh,Sukma,0,0,1,0,0,0,2,14,14,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,8,1,0,0,0,0,0,40
28,Chhattisgarh,Surajpur,2,3,14,0,0,0,38,42,33,0,0,6,0,6,0,0,3,1,0,0,52,52,0,3,2,1,42,42,0,5,5,0,1,0,0,0,0,0,0,0,8,8,0,81,66,14,1,0,0,0,0,292
29,Chhattisgarh,Gaurela-Pendra-Marwari,0,0,6,0,0,0,10,29,28,0,0,1,0,1,0,0,0,0,0,0,8,8,0,0,0,0,18,18,0,2,2,0,0,0,0,0,0,0,0,0,3,3,0,48,35,13,0,0,0,0,0,124
30,Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,0,3,1,0,0,0,7,44,44,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,14,14,0,5,5,0,0,0,0,0,0,0,0,0,4,4,0,22,21,1,0,0,0,0,0,109
31,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,0,1,4,0,0,0,14,34,34,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,39,39,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107,88,19,0,0,0,0,0,237
32,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1,0,2,0,0,0,3,33,33,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,13,12,1,0,0,0,0,0,70
33,Chhattisgarh,Sakti,0,2,13,0,0,0,38,72,68,0,0,4,0,4,0,0,0,0,0,0,30,30,0,0,0,0,37,37,0,7,7,0,0,0,0,0,0,0,0,0,7,7,0,68,37,29,2,0,0,0,0,274
34,Chhattisgarh,Sarangarh-Bilaigarh,0,0,6,0,0,0,29,55,55,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,38,38,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,49,36,13,0,0,0,0,0,212
Total Districts,Total Districts,Total Districts,7,57,149,5,0,0,942,2121,2038,0,0,73,1,72,0,0,10,12,0,1,1246,1246,0,8,5,3,1322,1320,2,255,250,5,9,1,0,0,1,0,0,0,203,200,3,2355,1809,510,25,4,7,0,0,8693
1,Goa,North Goa,1,0,1,0,0,0,1,40,27,0,0,0,0,0,0,0,13,5,0,0,36,12,24,0,0,0,56,48,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
2,Goa,South Goa,0,0,0,0,0,0,2,19,19,0,0,0,0,0,0,0,0,1,0,0,34,4,30,0,0,0,26,24,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3,Goa,CID,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,4,0,0,3,2,1,0,0,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,22
