State,Crime_Head,Year,Persons_Arrested
SIKKIM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,4
TAMIL NADU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,2879
TRIPURA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,1776
UTTAR PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,33465
UTTARAKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,382
WEST BENGAL,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,17583
A & N ISLANDS,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,8
CHANDIGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,24
D & N HAVELI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,4
DAMAN & DIU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,0
DELHI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,860
LAKSHADWEEP,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,0
PUDUCHERRY,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2011,21
ANDHRA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
ARUNACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
ASSAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,2
BIHAR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,26
CHHATTISGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,7
GOA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
GUJARAT,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
HARYANA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
HIMACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
JAMMU & KASHMIR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
JHARKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,1
KARNATAKA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,2
KERALA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
MADHYA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,178
MAHARASHTRA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
MANIPUR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
MEGHALAYA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,2
MIZORAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
NAGALAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
ODISHA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,3
PUNJAB,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
RAJASTHAN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
SIKKIM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
TAMIL NADU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
TRIPURA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
UTTAR PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
UTTARAKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
WEST BENGAL,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
A & N ISLANDS,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
CHANDIGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
D & N HAVELI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
DAMAN & DIU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
DELHI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
LAKSHADWEEP,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
PUDUCHERRY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2011,0
ANDHRA PRADESH,IMMORAL TRAFFIC (P) ACT,2011,1267
ARUNACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2011,0
ASSAM,IMMORAL TRAFFIC (P) ACT,2011,55
BIHAR,IMMORAL TRAFFIC (P) ACT,2011,34
CHHATTISGARH,IMMORAL TRAFFIC (P) ACT,2011,60
GOA,IMMORAL TRAFFIC (P) ACT,2011,42
GUJARAT,IMMORAL TRAFFIC (P) ACT,2011,206
HARYANA,IMMORAL TRAFFIC (P) ACT,2011,251
HIMACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2011,3
JAMMU & KASHMIR,IMMORAL TRAFFIC (P) ACT,2011,8
JHARKHAND,IMMORAL TRAFFIC (P) ACT,2011,22
KARNATAKA,IMMORAL TRAFFIC (P) ACT,2011,1387
KERALA,IMMORAL TRAFFIC (P) ACT,2011,308
MADHYA PRADESH,IMMORAL TRAFFIC (P) ACT,2011,193
MAHARASHTRA,IMMORAL TRAFFIC (P) ACT,2011,1392
MANIPUR,IMMORAL TRAFFIC (P) ACT,2011,0
MEGHALAYA,IMMORAL TRAFFIC (P) ACT,2011,15
MIZORAM,IMMORAL TRAFFIC (P) ACT,2011,5
NAGALAND,IMMORAL TRAFFIC (P) ACT,2011,6
ODISHA,IMMORAL TRAFFIC (P) ACT,2011,69
PUNJAB,IMMORAL TRAFFIC (P) ACT,2011,214
RAJASTHAN,IMMORAL TRAFFIC (P) ACT,2011,339
SIKKIM,IMMORAL TRAFFIC (P) ACT,2011,7
TAMIL NADU,IMMORAL TRAFFIC (P) ACT,2011,878
TRIPURA,IMMORAL TRAFFIC (P) ACT,2011,8
UTTAR PRADESH,IMMORAL TRAFFIC (P) ACT,2011,256
UTTARAKHAND,IMMORAL TRAFFIC (P) ACT,2011,14
WEST BENGAL,IMMORAL TRAFFIC (P) ACT,2011,336
A & N ISLANDS,IMMORAL TRAFFIC (P) ACT,2011,14
CHANDIGARH,IMMORAL TRAFFIC (P) ACT,2011,5
D & N HAVELI,IMMORAL TRAFFIC (P) ACT,2011,0
DAMAN & DIU,IMMORAL TRAFFIC (P) ACT,2011,47
DELHI,IMMORAL TRAFFIC (P) ACT,2011,123
LAKSHADWEEP,IMMORAL TRAFFIC (P) ACT,2011,0
PUDUCHERRY,IMMORAL TRAFFIC (P) ACT,2011,17
ANDHRA PRADESH,DOWRY PROHIBITION ACT,2011,1925
ARUNACHAL PRADESH,DOWRY PROHIBITION ACT,2011,0
ASSAM,DOWRY PROHIBITION ACT,2011,15
BIHAR,DOWRY PROHIBITION ACT,2011,3268
CHHATTISGARH,DOWRY PROHIBITION ACT,2011,42
GOA,DOWRY PROHIBITION ACT,2011,0
GUJARAT,DOWRY PROHIBITION ACT,2011,86
HARYANA,DOWRY PROHIBITION ACT,2011,8
HIMACHAL PRADESH,DOWRY PROHIBITION ACT,2011,0
JAMMU & KASHMIR,DOWRY PROHIBITION ACT,2011,1
JHARKHAND,DOWRY PROHIBITION ACT,2011,953
KARNATAKA,DOWRY PROHIBITION ACT,2011,2287
KERALA,DOWRY PROHIBITION ACT,2011,5
MADHYA PRADESH,DOWRY PROHIBITION ACT,2011,170
MAHARASHTRA,DOWRY PROHIBITION ACT,2011,173
MANIPUR,DOWRY PROHIBITION ACT,2011,0
MEGHALAYA,DOWRY PROHIBITION ACT,2011,0
MIZORAM,DOWRY PROHIBITION ACT,2011,0
NAGALAND,DOWRY PROHIBITION ACT,2011,0
ODISHA,DOWRY PROHIBITION ACT,2011,2267
PUNJAB,DOWRY PROHIBITION ACT,2011,6
RAJASTHAN,DOWRY PROHIBITION ACT,2011,0
SIKKIM,DOWRY PROHIBITION ACT,2011,0
TAMIL NADU,DOWRY PROHIBITION ACT,2011,425
TRIPURA,DOWRY PROHIBITION ACT,2011,0
UTTAR PRADESH,DOWRY PROHIBITION ACT,2011,505
UTTARAKHAND,DOWRY PROHIBITION ACT,2011,7
WEST BENGAL,DOWRY PROHIBITION ACT,2011,196
A & N ISLANDS,DOWRY PROHIBITION ACT,2011,0
CHANDIGARH,DOWRY PROHIBITION ACT,2011,1
D & N HAVELI,DOWRY PROHIBITION ACT,2011,0
DAMAN & DIU,DOWRY PROHIBITION ACT,2011,0
DELHI,DOWRY PROHIBITION ACT,2011,6
LAKSHADWEEP,DOWRY PROHIBITION ACT,2011,0
PUDUCHERRY,DOWRY PROHIBITION ACT,2011,26
ANDHRA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,323
ARUNACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
ASSAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,1
BIHAR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
CHHATTISGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
GOA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
GUJARAT,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
HARYANA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
HIMACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
JAMMU & KASHMIR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
JHARKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
KARNATAKA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
KERALA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,10
MADHYA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
MAHARASHTRA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,1
MANIPUR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
MEGHALAYA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
MIZORAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
NAGALAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
ODISHA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,1
PUNJAB,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
RAJASTHAN,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,105
SIKKIM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
TAMIL NADU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,12
TRIPURA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
UTTAR PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,7
UTTARAKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
WEST BENGAL,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,1
A & N ISLANDS,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
CHANDIGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
D & N HAVELI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
DAMAN & DIU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
DELHI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
LAKSHADWEEP,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
PUDUCHERRY,INDECENT REPRESENTATION OF WOMEN (P) ACT,2011,0
ANDHRA PRADESH,COMMISSION OF SATI (P) ACT,2011,0
ARUNACHAL PRADESH,COMMISSION OF SATI (P) ACT,2011,0
ASSAM,COMMISSION OF SATI (P) ACT,2011,0
BIHAR,COMMISSION OF SATI (P) ACT,2011,0
CHHATTISGARH,COMMISSION OF SATI (P) ACT,2011,0
GOA,COMMISSION OF SATI (P) ACT,2011,0
GUJARAT,COMMISSION OF SATI (P) ACT,2011,0
HARYANA,COMMISSION OF SATI (P) ACT,2011,0
HIMACHAL PRADESH,COMMISSION OF SATI (P) ACT,2011,0
JAMMU & KASHMIR,COMMISSION OF SATI (P) ACT,2011,0
JHARKHAND,COMMISSION OF SATI (P) ACT,2011,0
KARNATAKA,COMMISSION OF SATI (P) ACT,2011,0
KERALA,COMMISSION OF SATI (P) ACT,2011,0
MADHYA PRADESH,COMMISSION OF SATI (P) ACT,2011,0
MAHARASHTRA,COMMISSION OF SATI (P) ACT,2011,0
MANIPUR,COMMISSION OF SATI (P) ACT,2011,0
MEGHALAYA,COMMISSION OF SATI (P) ACT,2011,0
MIZORAM,COMMISSION OF SATI (P) ACT,2011,0
NAGALAND,COMMISSION OF SATI (P) ACT,2011,0
ODISHA,COMMISSION OF SATI (P) ACT,2011,0
PUNJAB,COMMISSION OF SATI (P) ACT,2011,0
RAJASTHAN,COMMISSION OF SATI (P) ACT,2011,0
SIKKIM,COMMISSION OF SATI (P) ACT,2011,0
TAMIL NADU,COMMISSION OF SATI (P) ACT,2011,0
TRIPURA,COMMISSION OF SATI (P) ACT,2011,0
UTTAR PRADESH,COMMISSION OF SATI (P) ACT,2011,0
UTTARAKHAND,COMMISSION OF SATI (P) ACT,2011,0
WEST BENGAL,COMMISSION OF SATI (P) ACT,2011,0
A & N ISLANDS,COMMISSION OF SATI (P) ACT,2011,0
CHANDIGARH,COMMISSION OF SATI (P) ACT,2011,0
D & N HAVELI,COMMISSION OF SATI (P) ACT,2011,0
DAMAN & DIU,COMMISSION OF SATI (P) ACT,2011,0
DELHI,COMMISSION OF SATI (P) ACT,2011,0
LAKSHADWEEP,COMMISSION OF SATI (P) ACT,2011,0
PUDUCHERRY,COMMISSION OF SATI (P) ACT,2011,0
ANDHRA PRADESH,RAPE,2012,1664
ARUNACHAL PRADESH,RAPE,2012,47
ASSAM,RAPE,2012,1626
BIHAR,RAPE,2012,1327
CHHATTISGARH,RAPE,2012,1214
GOA,RAPE,2012,61
GUJARAT,RAPE,2012,647
HARYANA,RAPE,2012,940
HIMACHAL PRADESH,RAPE,2012,259
JAMMU & KASHMIR,RAPE,2012,388
JHARKHAND,RAPE,2012,780
KARNATAKA,RAPE,2012,842
KERALA,RAPE,2012,1259
MADHYA PRADESH,RAPE,2012,4822
MAHARASHTRA,RAPE,2012,2591
MANIPUR,RAPE,2012,46
MEGHALAYA,RAPE,2012,182
MIZORAM,RAPE,2012,122
NAGALAND,RAPE,2012,26
ODISHA,RAPE,2012,1666
PUNJAB,RAPE,2012,895
RAJASTHAN,RAPE,2012,1807
SIKKIM,RAPE,2012,29
TAMIL NADU,RAPE,2012,962
TRIPURA,RAPE,2012,202
UTTAR PRADESH,RAPE,2012,3593
UTTARAKHAND,RAPE,2012,184
WEST BENGAL,RAPE,2012,1963
A & N ISLANDS,RAPE,2012,17
CHANDIGARH,RAPE,2012,34
D & N HAVELI,RAPE,2012,5
DAMAN & DIU,RAPE,2012,10
DELHI,RAPE,2012,892
LAKSHADWEEP,RAPE,2012,0
PUDUCHERRY,RAPE,2012,15
ANDHRA PRADESH,KIDNAPPING AND ABDUCTION,2012,1764
ARUNACHAL PRADESH,KIDNAPPING AND ABDUCTION,2012,49
ASSAM,KIDNAPPING AND ABDUCTION,2012,2689
BIHAR,KIDNAPPING AND ABDUCTION,2012,4639
CHHATTISGARH,KIDNAPPING AND ABDUCTION,2012,441
GOA,KIDNAPPING AND ABDUCTION,2012,12
GUJARAT,KIDNAPPING AND ABDUCTION,2012,1939
HARYANA,KIDNAPPING AND ABDUCTION,2012,660
HIMACHAL PRADESH,KIDNAPPING AND ABDUCTION,2012,131
JAMMU & KASHMIR,KIDNAPPING AND ABDUCTION,2012,884
JHARKHAND,KIDNAPPING AND ABDUCTION,2012,1000
KARNATAKA,KIDNAPPING AND ABDUCTION,2012,1035
KERALA,KIDNAPPING AND ABDUCTION,2012,253
MADHYA PRADESH,KIDNAPPING AND ABDUCTION,2012,1648
MAHARASHTRA,KIDNAPPING AND ABDUCTION,2012,1775
MANIPUR,KIDNAPPING AND ABDUCTION,2012,101
MEGHALAYA,KIDNAPPING AND ABDUCTION,2012,6
MIZORAM,KIDNAPPING AND ABDUCTION,2012,3
NAGALAND,KIDNAPPING AND ABDUCTION,2012,7
ODISHA,KIDNAPPING AND ABDUCTION,2012,1347
PUNJAB,KIDNAPPING AND ABDUCTION,2012,731
RAJASTHAN,KIDNAPPING AND ABDUCTION,2012,1565
SIKKIM,KIDNAPPING AND ABDUCTION,2012,8
TAMIL NADU,KIDNAPPING AND ABDUCTION,2012,1557
TRIPURA,KIDNAPPING AND ABDUCTION,2012,120
UTTAR PRADESH,KIDNAPPING AND ABDUCTION,2012,20565
UTTARAKHAND,KIDNAPPING AND ABDUCTION,2012,242
WEST BENGAL,KIDNAPPING AND ABDUCTION,2012,3352
A & N ISLANDS,KIDNAPPING AND ABDUCTION,2012,7
CHANDIGARH,KIDNAPPING AND ABDUCTION,2012,48
D & N HAVELI,KIDNAPPING AND ABDUCTION,2012,11
DAMAN & DIU,KIDNAPPING AND ABDUCTION,2012,0
DELHI,KIDNAPPING AND ABDUCTION,2012,478
LAKSHADWEEP,KIDNAPPING AND ABDUCTION,2012,0
PUDUCHERRY,KIDNAPPING AND ABDUCTION,2012,16
ANDHRA PRADESH,DOWRY DEATHS,2012,1267
ARUNACHAL PRADESH,DOWRY DEATHS,2012,2
ASSAM,DOWRY DEATHS,2012,215
BIHAR,DOWRY DEATHS,2012,3994
CHHATTISGARH,DOWRY DEATHS,2012,211
GOA,DOWRY DEATHS,2012,0
GUJARAT,DOWRY DEATHS,2012,38
HARYANA,DOWRY DEATHS,2012,481
HIMACHAL PRADESH,DOWRY DEATHS,2012,4
JAMMU & KASHMIR,DOWRY DEATHS,2012,23
JHARKHAND,DOWRY DEATHS,2012,444
KARNATAKA,DOWRY DEATHS,2012,539
KERALA,DOWRY DEATHS,2012,38
MADHYA PRADESH,DOWRY DEATHS,2012,2142
MAHARASHTRA,DOWRY DEATHS,2012,1141
MANIPUR,DOWRY DEATHS,2012,0
MEGHALAYA,DOWRY DEATHS,2012,4
MIZORAM,DOWRY DEATHS,2012,0
NAGALAND,DOWRY DEATHS,2012,0
ODISHA,DOWRY DEATHS,2012,903
PUNJAB,DOWRY DEATHS,2012,274
RAJASTHAN,DOWRY DEATHS,2012,631
SIKKIM,DOWRY DEATHS,2012,9
TAMIL NADU,DOWRY DEATHS,2012,278
TRIPURA,DOWRY DEATHS,2012,87
UTTAR PRADESH,DOWRY DEATHS,2012,9884
UTTARAKHAND,DOWRY DEATHS,2012,147
WEST BENGAL,DOWRY DEATHS,2012,1345
A & N ISLANDS,DOWRY DEATHS,2012,3
CHANDIGARH,DOWRY DEATHS,2012,14
D & N HAVELI,DOWRY DEATHS,2012,0
DAMAN & DIU,DOWRY DEATHS,2012,0
DELHI,DOWRY DEATHS,2012,300
LAKSHADWEEP,DOWRY DEATHS,2012,0
PUDUCHERRY,DOWRY DEATHS,2012,0
ANDHRA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,4834
ARUNACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,77
ASSAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,2250
BIHAR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,278
CHHATTISGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,1891
GOA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,42
GUJARAT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,1118
HARYANA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,698
HIMACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,317
JAMMU & KASHMIR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,2814
JHARKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,355
KARNATAKA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,3982
KERALA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,4167
MADHYA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,8085
MAHARASHTRA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,4885
MANIPUR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,34
MEGHALAYA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,45
MIZORAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,82
NAGALAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,16
ODISHA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,6060
PUNJAB,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,413
RAJASTHAN,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,2658
SIKKIM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,17
TAMIL NADU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,2091
TRIPURA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,375
UTTAR PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,5143
UTTARAKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,199
WEST BENGAL,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,2879
A & N ISLANDS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,20
CHANDIGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,54
D & N HAVELI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,2
DAMAN & DIU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,0
DELHI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,939
LAKSHADWEEP,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,0
PUDUCHERRY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,7
ANDHRA PRADESH,INSULT TO THE MODESTY OF WOMEN,2012,4348
ARUNACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2012,0
ASSAM,INSULT TO THE MODESTY OF WOMEN,2012,12
BIHAR,INSULT TO THE MODESTY OF WOMEN,2012,39
CHHATTISGARH,INSULT TO THE MODESTY OF WOMEN,2012,193
GOA,INSULT TO THE MODESTY OF WOMEN,2012,17
GUJARAT,INSULT TO THE MODESTY OF WOMEN,2012,117
HARYANA,INSULT TO THE MODESTY OF WOMEN,2012,558
HIMACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2012,91
JAMMU & KASHMIR,INSULT TO THE MODESTY OF WOMEN,2012,447
JHARKHAND,INSULT TO THE MODESTY OF WOMEN,2012,51
KARNATAKA,INSULT TO THE MODESTY OF WOMEN,2012,147
KERALA,INSULT TO THE MODESTY OF WOMEN,2012,538
MADHYA PRADESH,INSULT TO THE MODESTY OF WOMEN,2012,1056
MAHARASHTRA,INSULT TO THE MODESTY OF WOMEN,2012,1548
MANIPUR,INSULT TO THE MODESTY OF WOMEN,2012,0
MEGHALAYA,INSULT TO THE MODESTY OF WOMEN,2012,0
MIZORAM,INSULT TO THE MODESTY OF WOMEN,2012,1
NAGALAND,INSULT TO THE MODESTY OF WOMEN,2012,0
ODISHA,INSULT TO THE MODESTY OF WOMEN,2012,376
PUNJAB,INSULT TO THE MODESTY OF WOMEN,2012,45
RAJASTHAN,INSULT TO THE MODESTY OF WOMEN,2012,20
SIKKIM,INSULT TO THE MODESTY OF WOMEN,2012,0
TAMIL NADU,INSULT TO THE MODESTY OF WOMEN,2012,470
TRIPURA,INSULT TO THE MODESTY OF WOMEN,2012,15
UTTAR PRADESH,INSULT TO THE MODESTY OF WOMEN,2012,14
UTTARAKHAND,INSULT TO THE MODESTY OF WOMEN,2012,103
WEST BENGAL,INSULT TO THE MODESTY OF WOMEN,2012,617
A & N ISLANDS,INSULT TO THE MODESTY OF WOMEN,2012,6
CHANDIGARH,INSULT TO THE MODESTY OF WOMEN,2012,32
D & N HAVELI,INSULT TO THE MODESTY OF WOMEN,2012,0
DAMAN & DIU,INSULT TO THE MODESTY OF WOMEN,2012,0
DELHI,INSULT TO THE MODESTY OF WOMEN,2012,231
LAKSHADWEEP,INSULT TO THE MODESTY OF WOMEN,2012,0
PUDUCHERRY,INSULT TO THE MODESTY OF WOMEN,2012,17
ANDHRA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,21251
ARUNACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,26
ASSAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,5435
BIHAR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,6963
CHHATTISGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,2581
GOA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,54
GUJARAT,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,19982
HARYANA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,3606
HIMACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,505
JAMMU & KASHMIR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,634
JHARKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,2207
KARNATAKA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,6317
KERALA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,6923
MADHYA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,11104
MAHARASHTRA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,27379
MANIPUR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,21
MEGHALAYA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,14
MIZORAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,7
NAGALAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,0
ODISHA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,4699
PUNJAB,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,2288
RAJASTHAN,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,9949
SIKKIM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,6
TAMIL NADU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,4019
TRIPURA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,1147
UTTAR PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,36115
UTTARAKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2012,484
