State,Crime_Head,Year,Persons_Arrested
HIMACHAL PRADESH,RAPE,2007,197
JAMMU & KASHMIR,RAPE,2007,331
JHARKHAND,RAPE,2007,886
KARNATAKA,RAPE,2007,518
KERALA,RAPE,2007,555
MADHYA PRADESH,RAPE,2007,4131
MAHARASHTRA,RAPE,2007,2097
MANIPUR,RAPE,2007,12
MEGHALAYA,RAPE,2007,76
MIZORAM,RAPE,2007,87
NAGALAND,RAPE,2007,15
ODISHA,RAPE,2007,1026
PUNJAB,RAPE,2007,709
RAJASTHAN,RAPE,2007,1201
SIKKIM,RAPE,2007,30
TAMIL NADU,RAPE,2007,615
TRIPURA,RAPE,2007,165
UTTAR PRADESH,RAPE,2007,2283
UTTARAKHAND,RAPE,2007,171
WEST BENGAL,RAPE,2007,2409
A & N ISLANDS,RAPE,2007,3
CHANDIGARH,RAPE,2007,24
D & N HAVELI,RAPE,2007,5
DAMAN & DIU,RAPE,2007,4
DELHI,RAPE,2007,731
LAKSHADWEEP,RAPE,2007,1
PUDUCHERRY,RAPE,2007,14
ANDHRA PRADESH,KIDNAPPING AND ABDUCTION,2007,1674
ARUNACHAL PRADESH,KIDNAPPING AND ABDUCTION,2007,51
ASSAM,KIDNAPPING AND ABDUCTION,2007,1721
BIHAR,KIDNAPPING AND ABDUCTION,2007,2085
CHHATTISGARH,KIDNAPPING AND ABDUCTION,2007,196
GOA,KIDNAPPING AND ABDUCTION,2007,8
GUJARAT,KIDNAPPING AND ABDUCTION,2007,1356
HARYANA,KIDNAPPING AND ABDUCTION,2007,490
HIMACHAL PRADESH,KIDNAPPING AND ABDUCTION,2007,106
JAMMU & KASHMIR,KIDNAPPING AND ABDUCTION,2007,959
JHARKHAND,KIDNAPPING AND ABDUCTION,2007,549
KARNATAKA,KIDNAPPING AND ABDUCTION,2007,373
KERALA,KIDNAPPING AND ABDUCTION,2007,194
MADHYA PRADESH,KIDNAPPING AND ABDUCTION,2007,906
MAHARASHTRA,KIDNAPPING AND ABDUCTION,2007,1286
MANIPUR,KIDNAPPING AND ABDUCTION,2007,59
MEGHALAYA,KIDNAPPING AND ABDUCTION,2007,12
MIZORAM,KIDNAPPING AND ABDUCTION,2007,0
NAGALAND,KIDNAPPING AND ABDUCTION,2007,12
ODISHA,KIDNAPPING AND ABDUCTION,2007,681
PUNJAB,KIDNAPPING AND ABDUCTION,2007,592
RAJASTHAN,KIDNAPPING AND ABDUCTION,2007,942
SIKKIM,KIDNAPPING AND ABDUCTION,2007,3
TAMIL NADU,KIDNAPPING AND ABDUCTION,2007,1107
TRIPURA,KIDNAPPING AND ABDUCTION,2007,81
UTTAR PRADESH,KIDNAPPING AND ABDUCTION,2007,5683
UTTARAKHAND,KIDNAPPING AND ABDUCTION,2007,363
WEST BENGAL,KIDNAPPING AND ABDUCTION,2007,1742
A & N ISLANDS,KIDNAPPING AND ABDUCTION,2007,6
CHANDIGARH,KIDNAPPING AND ABDUCTION,2007,45
D & N HAVELI,KIDNAPPING AND ABDUCTION,2007,7
DAMAN & DIU,KIDNAPPING AND ABDUCTION,2007,3
DELHI,KIDNAPPING AND ABDUCTION,2007,352
LAKSHADWEEP,KIDNAPPING AND ABDUCTION,2007,0
PUDUCHERRY,KIDNAPPING AND ABDUCTION,2007,14
ANDHRA PRADESH,DOWRY DEATHS,2007,1562
ARUNACHAL PRADESH,DOWRY DEATHS,2007,0
ASSAM,DOWRY DEATHS,2007,172
BIHAR,DOWRY DEATHS,2007,3265
CHHATTISGARH,DOWRY DEATHS,2007,247
GOA,DOWRY DEATHS,2007,8
GUJARAT,DOWRY DEATHS,2007,121
HARYANA,DOWRY DEATHS,2007,572
HIMACHAL PRADESH,DOWRY DEATHS,2007,31
JAMMU & KASHMIR,DOWRY DEATHS,2007,21
JHARKHAND,DOWRY DEATHS,2007,559
KARNATAKA,DOWRY DEATHS,2007,582
KERALA,DOWRY DEATHS,2007,40
MADHYA PRADESH,DOWRY DEATHS,2007,2127
MAHARASHTRA,DOWRY DEATHS,2007,1349
MANIPUR,DOWRY DEATHS,2007,0
MEGHALAYA,DOWRY DEATHS,2007,4
MIZORAM,DOWRY DEATHS,2007,0
NAGALAND,DOWRY DEATHS,2007,0
ODISHA,DOWRY DEATHS,2007,958
PUNJAB,DOWRY DEATHS,2007,316
RAJASTHAN,DOWRY DEATHS,2007,683
SIKKIM,DOWRY DEATHS,2007,0
TAMIL NADU,DOWRY DEATHS,2007,503
TRIPURA,DOWRY DEATHS,2007,42
UTTAR PRADESH,DOWRY DEATHS,2007,7310
UTTARAKHAND,DOWRY DEATHS,2007,244
WEST BENGAL,DOWRY DEATHS,2007,1068
A & N ISLANDS,DOWRY DEATHS,2007,2
CHANDIGARH,DOWRY DEATHS,2007,3
D & N HAVELI,DOWRY DEATHS,2007,0
DAMAN & DIU,DOWRY DEATHS,2007,3
DELHI,DOWRY DEATHS,2007,313
LAKSHADWEEP,DOWRY DEATHS,2007,0
PUDUCHERRY,DOWRY DEATHS,2007,8
ANDHRA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,4893
ARUNACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,72
ASSAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1466
BIHAR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1360
CHHATTISGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1831
GOA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,24
GUJARAT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1227
HARYANA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,572
HIMACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,404
JAMMU & KASHMIR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,2306
JHARKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,402
KARNATAKA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,2456
KERALA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,2959
MADHYA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,8053
MAHARASHTRA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,3864
MANIPUR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,47
MEGHALAYA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,24
MIZORAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,64
NAGALAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,10
ODISHA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,3713
PUNJAB,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,472
RAJASTHAN,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,2753
SIKKIM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,11
TAMIL NADU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1945
TRIPURA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,197
UTTAR PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,3485
UTTARAKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,306
WEST BENGAL,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1712
A & N ISLANDS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,32
CHANDIGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,39
D & N HAVELI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,0
DAMAN & DIU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,0
DELHI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1143
LAKSHADWEEP,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,1
PUDUCHERRY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2007,160
ANDHRA PRADESH,INSULT TO THE MODESTY OF WOMEN,2007,3614
ARUNACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2007,5
ASSAM,INSULT TO THE MODESTY OF WOMEN,2007,16
BIHAR,INSULT TO THE MODESTY OF WOMEN,2007,19
CHHATTISGARH,INSULT TO THE MODESTY OF WOMEN,2007,129
GOA,INSULT TO THE MODESTY OF WOMEN,2007,6
GUJARAT,INSULT TO THE MODESTY OF WOMEN,2007,179
HARYANA,INSULT TO THE MODESTY OF WOMEN,2007,576
HIMACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2007,12
JAMMU & KASHMIR,INSULT TO THE MODESTY OF WOMEN,2007,465
JHARKHAND,INSULT TO THE MODESTY OF WOMEN,2007,23
KARNATAKA,INSULT TO THE MODESTY OF WOMEN,2007,44
KERALA,INSULT TO THE MODESTY OF WOMEN,2007,281
MADHYA PRADESH,INSULT TO THE MODESTY OF WOMEN,2007,1104
MAHARASHTRA,INSULT TO THE MODESTY OF WOMEN,2007,1291
MANIPUR,INSULT TO THE MODESTY OF WOMEN,2007,0
MEGHALAYA,INSULT TO THE MODESTY OF WOMEN,2007,0
MIZORAM,INSULT TO THE MODESTY OF WOMEN,2007,0
NAGALAND,INSULT TO THE MODESTY OF WOMEN,2007,1
ODISHA,INSULT TO THE MODESTY OF WOMEN,2007,317
PUNJAB,INSULT TO THE MODESTY OF WOMEN,2007,59
RAJASTHAN,INSULT TO THE MODESTY OF WOMEN,2007,34
SIKKIM,INSULT TO THE MODESTY OF WOMEN,2007,0
TAMIL NADU,INSULT TO THE MODESTY OF WOMEN,2007,931
TRIPURA,INSULT TO THE MODESTY OF WOMEN,2007,4
UTTAR PRADESH,INSULT TO THE MODESTY OF WOMEN,2007,4149
UTTARAKHAND,INSULT TO THE MODESTY OF WOMEN,2007,128
WEST BENGAL,INSULT TO THE MODESTY OF WOMEN,2007,118
A & N ISLANDS,INSULT TO THE MODESTY OF WOMEN,2007,0
CHANDIGARH,INSULT TO THE MODESTY OF WOMEN,2007,15
D & N HAVELI,INSULT TO THE MODESTY OF WOMEN,2007,0
DAMAN & DIU,INSULT TO THE MODESTY OF WOMEN,2007,0
DELHI,INSULT TO THE MODESTY OF WOMEN,2007,181
LAKSHADWEEP,INSULT TO THE MODESTY OF WOMEN,2007,0
PUDUCHERRY,INSULT TO THE MODESTY OF WOMEN,2007,52
ANDHRA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,18016
ARUNACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,18
ASSAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,3818
BIHAR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,3973
CHHATTISGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,2195
GOA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,47
GUJARAT,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,18050
HARYANA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,3880
HIMACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,718
JAMMU & KASHMIR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,320
JHARKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,1193
KARNATAKA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,4182
KERALA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,6626
MADHYA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,9424
MAHARASHTRA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,24745
MANIPUR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,15
MEGHALAYA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,13
MIZORAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,1
NAGALAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,0
ODISHA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,2089
PUNJAB,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,1911
RAJASTHAN,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,8486
SIKKIM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,8
TAMIL NADU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,3538
TRIPURA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,618
UTTAR PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,23465
UTTARAKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,1437
WEST BENGAL,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,14700
A & N ISLANDS,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,34
CHANDIGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,143
D & N HAVELI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,3
DAMAN & DIU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,19
DELHI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,2688
LAKSHADWEEP,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,0
PUDUCHERRY,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2007,39
ANDHRA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
ARUNACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
ASSAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
BIHAR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,87
CHHATTISGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
GOA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
GUJARAT,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
HARYANA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
HIMACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
JAMMU & KASHMIR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
JHARKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
KARNATAKA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
KERALA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
MADHYA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
MAHARASHTRA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
MANIPUR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
MEGHALAYA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
MIZORAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
NAGALAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
ODISHA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
PUNJAB,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
RAJASTHAN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
SIKKIM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
TAMIL NADU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
TRIPURA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
UTTAR PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
UTTARAKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
WEST BENGAL,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,8
A & N ISLANDS,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
CHANDIGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
D & N HAVELI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
DAMAN & DIU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
DELHI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
LAKSHADWEEP,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
PUDUCHERRY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2007,0
ANDHRA PRADESH,IMMORAL TRAFFIC (P) ACT,2007,1700
ARUNACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2007,0
ASSAM,IMMORAL TRAFFIC (P) ACT,2007,52
BIHAR,IMMORAL TRAFFIC (P) ACT,2007,55
CHHATTISGARH,IMMORAL TRAFFIC (P) ACT,2007,73
GOA,IMMORAL TRAFFIC (P) ACT,2007,27
GUJARAT,IMMORAL TRAFFIC (P) ACT,2007,229
HARYANA,IMMORAL TRAFFIC (P) ACT,2007,353
HIMACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2007,0
JAMMU & KASHMIR,IMMORAL TRAFFIC (P) ACT,2007,9
JHARKHAND,IMMORAL TRAFFIC (P) ACT,2007,59
KARNATAKA,IMMORAL TRAFFIC (P) ACT,2007,1908
KERALA,IMMORAL TRAFFIC (P) ACT,2007,518
MADHYA PRADESH,IMMORAL TRAFFIC (P) ACT,2007,105
MAHARASHTRA,IMMORAL TRAFFIC (P) ACT,2007,1266
MANIPUR,IMMORAL TRAFFIC (P) ACT,2007,0
MEGHALAYA,IMMORAL TRAFFIC (P) ACT,2007,1
MIZORAM,IMMORAL TRAFFIC (P) ACT,2007,0
NAGALAND,IMMORAL TRAFFIC (P) ACT,2007,20
ODISHA,IMMORAL TRAFFIC (P) ACT,2007,131
PUNJAB,IMMORAL TRAFFIC (P) ACT,2007,145
RAJASTHAN,IMMORAL TRAFFIC (P) ACT,2007,320
SIKKIM,IMMORAL TRAFFIC (P) ACT,2007,11
TAMIL NADU,IMMORAL TRAFFIC (P) ACT,2007,1964
TRIPURA,IMMORAL TRAFFIC (P) ACT,2007,0
UTTAR PRADESH,IMMORAL TRAFFIC (P) ACT,2007,304
UTTARAKHAND,IMMORAL TRAFFIC (P) ACT,2007,60
WEST BENGAL,IMMORAL TRAFFIC (P) ACT,2007,253
A & N ISLANDS,IMMORAL TRAFFIC (P) ACT,2007,2
CHANDIGARH,IMMORAL TRAFFIC (P) ACT,2007,21
D & N HAVELI,IMMORAL TRAFFIC (P) ACT,2007,6
DAMAN & DIU,IMMORAL TRAFFIC (P) ACT,2007,28
DELHI,IMMORAL TRAFFIC (P) ACT,2007,217
LAKSHADWEEP,IMMORAL TRAFFIC (P) ACT,2007,0
PUDUCHERRY,IMMORAL TRAFFIC (P) ACT,2007,24
ANDHRA PRADESH,DOWRY PROHIBITION ACT,2007,1201
ARUNACHAL PRADESH,DOWRY PROHIBITION ACT,2007,0
ASSAM,DOWRY PROHIBITION ACT,2007,75
BIHAR,DOWRY PROHIBITION ACT,2007,2295
CHHATTISGARH,DOWRY PROHIBITION ACT,2007,38
GOA,DOWRY PROHIBITION ACT,2007,0
GUJARAT,DOWRY PROHIBITION ACT,2007,0
HARYANA,DOWRY PROHIBITION ACT,2007,21
HIMACHAL PRADESH,DOWRY PROHIBITION ACT,2007,8
JAMMU & KASHMIR,DOWRY PROHIBITION ACT,2007,0
JHARKHAND,DOWRY PROHIBITION ACT,2007,857
KARNATAKA,DOWRY PROHIBITION ACT,2007,1239
KERALA,DOWRY PROHIBITION ACT,2007,6
MADHYA PRADESH,DOWRY PROHIBITION ACT,2007,140
MAHARASHTRA,DOWRY PROHIBITION ACT,2007,141
MANIPUR,DOWRY PROHIBITION ACT,2007,0
MEGHALAYA,DOWRY PROHIBITION ACT,2007,0
MIZORAM,DOWRY PROHIBITION ACT,2007,0
NAGALAND,DOWRY PROHIBITION ACT,2007,0
ODISHA,DOWRY PROHIBITION ACT,2007,1509
PUNJAB,DOWRY PROHIBITION ACT,2007,7
RAJASTHAN,DOWRY PROHIBITION ACT,2007,4
SIKKIM,DOWRY PROHIBITION ACT,2007,0
TAMIL NADU,DOWRY PROHIBITION ACT,2007,971
TRIPURA,DOWRY PROHIBITION ACT,2007,0
UTTAR PRADESH,DOWRY PROHIBITION ACT,2007,1612
UTTARAKHAND,DOWRY PROHIBITION ACT,2007,2
WEST BENGAL,DOWRY PROHIBITION ACT,2007,145
A & N ISLANDS,DOWRY PROHIBITION ACT,2007,1
CHANDIGARH,DOWRY PROHIBITION ACT,2007,0
D & N HAVELI,DOWRY PROHIBITION ACT,2007,0
DAMAN & DIU,DOWRY PROHIBITION ACT,2007,0
DELHI,DOWRY PROHIBITION ACT,2007,23
LAKSHADWEEP,DOWRY PROHIBITION ACT,2007,0
PUDUCHERRY,DOWRY PROHIBITION ACT,2007,26
ANDHRA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,1025
ARUNACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
ASSAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
BIHAR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
CHHATTISGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
GOA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
GUJARAT,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
HARYANA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
HIMACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
JAMMU & KASHMIR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
JHARKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
KARNATAKA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
KERALA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,31
MADHYA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
MAHARASHTRA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,1
MANIPUR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
MEGHALAYA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
MIZORAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
NAGALAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
ODISHA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
PUNJAB,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
RAJASTHAN,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,125
SIKKIM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
TAMIL NADU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,27
TRIPURA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
UTTAR PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
UTTARAKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
WEST BENGAL,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,20
A & N ISLANDS,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
CHANDIGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
D & N HAVELI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
DAMAN & DIU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
DELHI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
LAKSHADWEEP,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
PUDUCHERRY,INDECENT REPRESENTATION OF WOMEN (P) ACT,2007,0
ANDHRA PRADESH,COMMISSION OF SATI (P) ACT,2007,0
ARUNACHAL PRADESH,COMMISSION OF SATI (P) ACT,2007,0
ASSAM,COMMISSION OF SATI (P) ACT,2007,0
BIHAR,COMMISSION OF SATI (P) ACT,2007,0
CHHATTISGARH,COMMISSION OF SATI (P) ACT,2007,0
GOA,COMMISSION OF SATI (P) ACT,2007,0
GUJARAT,COMMISSION OF SATI (P) ACT,2007,0
HARYANA,COMMISSION OF SATI (P) ACT,2007,0
HIMACHAL PRADESH,COMMISSION OF SATI (P) ACT,2007,0
JAMMU & KASHMIR,COMMISSION OF SATI (P) ACT,2007,0
JHARKHAND,COMMISSION OF SATI (P) ACT,2007,0
KARNATAKA,COMMISSION OF SATI (P) ACT,2007,0
KERALA,COMMISSION OF SATI (P) ACT,2007,0
MADHYA PRADESH,COMMISSION OF SATI (P) ACT,2007,0
MAHARASHTRA,COMMISSION OF SATI (P) ACT,2007,0
MANIPUR,COMMISSION OF SATI (P) ACT,2007,0
MEGHALAYA,COMMISSION OF SATI (P) ACT,2007,0
MIZORAM,COMMISSION OF SATI (P) ACT,2007,0
NAGALAND,COMMISSION OF SATI (P) ACT,2007,0
ODISHA,COMMISSION OF SATI (P) ACT,2007,0
PUNJAB,COMMISSION OF SATI (P) ACT,2007,0
RAJASTHAN,COMMISSION OF SATI (P) ACT,2007,0
SIKKIM,COMMISSION OF SATI (P) ACT,2007,0
TAMIL NADU,COMMISSION OF SATI (P) ACT,2007,0
TRIPURA,COMMISSION OF SATI (P) ACT,2007,0
UTTAR PRADESH,COMMISSION OF SATI (P) ACT,2007,0
UTTARAKHAND,COMMISSION OF SATI (P) ACT,2007,0
WEST BENGAL,COMMISSION OF SATI (P) ACT,2007,0
A & N ISLANDS,COMMISSION OF SATI (P) ACT,2007,0
CHANDIGARH,COMMISSION OF SATI (P) ACT,2007,0
D & N HAVELI,COMMISSION OF SATI (P) ACT,2007,0
DAMAN & DIU,COMMISSION OF SATI (P) ACT,2007,0
DELHI,COMMISSION OF SATI (P) ACT,2007,0
LAKSHADWEEP,COMMISSION OF SATI (P) ACT,2007,0
PUDUCHERRY,COMMISSION OF SATI (P) ACT,2007,0
ANDHRA PRADESH,RAPE,2008,1531
ARUNACHAL PRADESH,RAPE,2008,37
ASSAM,RAPE,2008,1445
BIHAR,RAPE,2008,1464
CHHATTISGARH,RAPE,2008,1108
GOA,RAPE,2008,41
GUJARAT,RAPE,2008,529
HARYANA,RAPE,2008,849
HIMACHAL PRADESH,RAPE,2008,182
JAMMU & KASHMIR,RAPE,2008,234
JHARKHAND,RAPE,2008,802
KARNATAKA,RAPE,2008,642
KERALA,RAPE,2008,623
MADHYA PRADESH,RAPE,2008,3875
MAHARASHTRA,RAPE,2008,2206
MANIPUR,RAPE,2008,19
MEGHALAYA,RAPE,2008,82
MIZORAM,RAPE,2008,94
NAGALAND,RAPE,2008,27
ODISHA,RAPE,2008,1045
PUNJAB,RAPE,2008,663
